"PROTEIN","SYMBOL","ENTREZID"
"9606.ENSP00000305974","SLCO1A2","144809"
"9606.ENSP00000305975","KRTAP1-1","222826"
"9606.ENSP00000305976","SIK2","63939"
"9606.ENSP00000305988","ALCAM","152756"
"9606.ENSP00000305995","PGK2","203259"
"9606.ENSP00000306003","ATP5I","57184"
"9606.ENSP00000306010","ARF4",NA
"9606.ENSP00000306015","SYNPO2",NA
"9606.ENSP00000306070","NUDT6",NA
"9606.ENSP00000306080","RNMTL1",NA
"9606.ENSP00000306095","OR10H2","84792"
"9606.ENSP00000306099","FGB","340277"
"9606.ENSP00000306100","PAM","392307"
"9606.ENSP00000306117","DDX19A","84915"
"9606.ENSP00000306123","RPAP1","55731"
"9606.ENSP00000306124","PRKCE","646851"
"9606.ENSP00000306129","DRD5","196951"
"9606.ENSP00000306138","GRM5","653140"
"9606.ENSP00000306157","IL7R","375190"
"9606.ENSP00000306163","ANKRD2","100128071"
"9606.ENSP00000306185","ANTXR2",NA
"9606.ENSP00000306190","SLAMF1",NA
"9606.ENSP00000306220","MMGT1",NA
"9606.ENSP00000306223","SNRPN",NA
"9606.ENSP00000306241","ENSG00000229450",NA
"9606.ENSP00000306361","FGA",NA
"9606.ENSP00000306381","SMGA","653203"
"9606.ENSP00000306382","MYO1B","118670"
"9606.ENSP00000306245","FOS","196792"
"9606.ENSP00000306253","ITPR1","643161"
"9606.ENSP00000306261","KRT78",NA
"9606.ENSP00000306275","KCNK3","644054"
"9606.ENSP00000306279","UMOD","643479"
"9606.ENSP00000306320","C14orf142","100133093"
"9606.ENSP00000306324","PWWP2B",NA
"9606.ENSP00000306328","SLC25A33",NA
"9606.ENSP00000306330","YWHAG",NA
"9606.ENSP00000306335","RFX2",NA
"9606.ENSP00000306344","TMEM135","100133121"
"9606.ENSP00000306351","ZNF182","100132948"
"9606.ENSP00000306356","ENC1","724094"
"9606.ENSP00000306396","RNF187",NA
"9606.ENSP00000306397","UQCRFS1","100289124"
"9606.ENSP00000306407","DBNDD1","100131997"
"9606.ENSP00000306410","ARMC4",NA
"9606.ENSP00000306425","CHCHD7","26017"
"9606.ENSP00000306449","GPR37","54537"
"9606.ENSP00000306459","B4GALT6","60343"
"9606.ENSP00000306461","SPRR1B","54097"
"9606.ENSP00000306473","SHCBP1","10447"
"9606.ENSP00000306477","BTD","131177"
"9606.ENSP00000306490","CHRM1","131583"
"9606.ENSP00000306496","RAB33B","163933"
"9606.ENSP00000306497","KCNJ4","404636"
"9606.ENSP00000306512","IL8","55603"
"9606.ENSP00000330237","CASP9","115572"
"9606.ENSP00000306523","INSM2","54855"
"9606.ENSP00000306524","LRRC8E","169966"
"9606.ENSP00000306528","DESI2","158724"
"9606.ENSP00000306548","MRPL13","170062"
"9606.ENSP00000306549","HSFY2","442444"
"9606.ENSP00000306561","OGG1","100129583"
"9606.ENSP00000306564","TMEM42",NA
"9606.ENSP00000306565","ISG20","81553"
"9606.ENSP00000306579","CERS6","51571"
"9606.ENSP00000306606","ADH1B","9130"
"9606.ENSP00000306607","OR1L8","26240"
"9606.ENSP00000306614","PPIH","152877"
"9606.ENSP00000306627","SLC9C1","9679"
"9606.ENSP00000306637","RGPD8","51307"
"9606.ENSP00000306651","OR4C11",NA
"9606.ENSP00000306657","OR5B12",NA
"9606.ENSP00000306662","ADRA1B","79850"
"9606.ENSP00000306670","NUDT16L1","83723"
"9606.ENSP00000306678","ANKK1",NA
"9606.ENSP00000306682","PPM1D",NA
"9606.ENSP00000306688","OR2M4",NA
"9606.ENSP00000306697","MRAP",NA
"9606.ENSP00000306752","BOLA2B",NA
"9606.ENSP00000306754","NEUROD2",NA
"9606.ENSP00000306756","ZNF584",NA
"9606.ENSP00000306760","LRRC45",NA
"9606.ENSP00000306772","LDB2",NA
"9606.ENSP00000306776","CCDC110",NA
"9606.ENSP00000306788","ARL6IP1",NA
"9606.ENSP00000306817","RBKS",NA
"9606.ENSP00000306822","AVEN","388650"
"9606.ENSP00000306844","SEMA4C","138311"
"9606.ENSP00000306864","VASN","125704"
"9606.ENSP00000306866","GABARAP",NA
"9606.ENSP00000306869","ZNF565",NA
"9606.ENSP00000306881","SEC23A","149647"
"9606.ENSP00000306884","CXCL11","153745"
"9606.ENSP00000306887","TMEM126A","196472"
"9606.ENSP00000306888","FAM151A","161142"
"9606.ENSP00000306894","ETV5","112703"
"9606.ENSP00000306900","PRND","284418"
"9606.ENSP00000306906","RNF181","84691"
"9606.ENSP00000306918","PCDHGC4","346653"
"9606.ENSP00000306920","GLB1","729533"
"9606.ENSP00000306968","CDCA7","653820"
"9606.ENSP00000306974","OR1N1","554282"
"9606.ENSP00000306983","YEATS2","728833"
"9606.ENSP00000306991","HAS2",NA
"9606.ENSP00000306997","MYOZ2",NA
"9606.ENSP00000306999","ESCO2","401507"
"9606.ENSP00000307132","CST5",NA
"9606.ENSP00000307134","CTNND2","728495"
"9606.ENSP00000307142","TEX37","199870"
"9606.ENSP00000330240","CCDC34","143684"
"9606.ENSP00000307004","APLF","286336"
"9606.ENSP00000307006","IRX2","149297"
"9606.ENSP00000307014","KRT73","145773"
"9606.ENSP00000307023","KLF11","153643"
"9606.ENSP00000307041","BNC1",NA
"9606.ENSP00000307046","SDC2",NA
"9606.ENSP00000307077","METTL18",NA
"9606.ENSP00000307078","KIF5B","84985"
"9606.ENSP00000307080","EGLN2","222584"
"9606.ENSP00000307093","MAP6","128876"
"9606.ENSP00000307096","RNASE4","81610"
"9606.ENSP00000307126","DEGS2","54854"
"9606.ENSP00000307129","C8orf74","113828"
"9606.ENSP00000307130","OR10H3","644815"
"9606.ENSP00000330247","NT5DC4","286077"
"9606.ENSP00000307155","RBMY1F","151354"
"9606.ENSP00000307156","LAMB2","157638"
"9606.ENSP00000307159","OR8B12",NA
"9606.ENSP00000307164","PATE1","85002"
"9606.ENSP00000307181","FAM103A1","653333"
"9606.ENSP00000307183","ING2","55199"
"9606.ENSP00000307188","ASL","375061"
"9606.ENSP00000307197","DNAJB7","23625"
"9606.ENSP00000307199","AHSP","51439"
"9606.ENSP00000307208","BPTF","55138"
"9606.ENSP00000307214","LCMT2",NA
"9606.ENSP00000307234","PCDHB1","157769"
"9606.ENSP00000307706","MT1E",NA
"9606.ENSP00000307713","BDKRB2","339145"
"9606.ENSP00000307235","EIF2AK3","84191"
"9606.ENSP00000307240","KRT74","51647"
"9606.ENSP00000307241","PDHB","25940"
"9606.ENSP00000307252","SMOX","283742"
"9606.ENSP00000307259","P2RY12","147965"
"9606.ENSP00000307260","TBL2","171482"
"9606.ENSP00000307264","C11orf24","171483"
"9606.ENSP00000307265","IRF2BP1","171484"
"9606.ENSP00000307272","RPTOR","22909"
"9606.ENSP00000307275","SCAMP3","2175"
"9606.ENSP00000307280","MYL1","2187"
"9606.ENSP00000307288","MCM7","2176"
"9606.ENSP00000307292","PRKCDBP","2177"
"9606.ENSP00000307722","HMP19","115795"
"9606.ENSP00000307297","CHST14","2178"
"9606.ENSP00000307298","FEM1B","2188"
"9606.ENSP00000307305","DDIT4","2189"
"9606.ENSP00000307321","HOXC10","55215"
"9606.ENSP00000307340","SPRR1A","55120"
"9606.ENSP00000307342","HCN1","57697"
"9606.ENSP00000307369","SHE","92565"
"9606.ENSP00000307411","MLLT10","2191"
"9606.ENSP00000307423","MGAT2","84188"
"9606.ENSP00000307443","SLC22A25","55711"
"9606.ENSP00000307726","OR2C1","10160"
"9606.ENSP00000307445","LTB4R","9855"
"9606.ENSP00000307447","OR2AG1","10667"
"9606.ENSP00000307449","NECAB2","2193"
"9606.ENSP00000307461","KIAA1024","10056"
"9606.ENSP00000307479","ARNT2","355"
"9606.ENSP00000307491","WDR48","356"
"9606.ENSP00000307508","CALB2","2194"
"9606.ENSP00000307513","MRC2","10922"
"9606.ENSP00000307515","OR9G4","79675"
"9606.ENSP00000307519","TMPRSS11E","22868"
"9606.ENSP00000307525","NMD3","79072"
"9606.ENSP00000307540","CST2","60493"
"9606.ENSP00000307549","NPTX1","2195"
"9606.ENSP00000307552","NINJ2","2196"
"9606.ENSP00000307567","QARS","120114"
"9606.ENSP00000307598","OR9K2","79633"
"9606.ENSP00000307734","OR6Q1","89885"
"9606.ENSP00000307741","CMTM8","2197"
"9606.ENSP00000307746","ZNF608","84553"
"9606.ENSP00000307751","OR4X2","85302"
"9606.ENSP00000307765","C17orf62","2091"
"9606.ENSP00000307599","SCN11A",NA
"9606.ENSP00000307604","ZBTB5","54751"
"9606.ENSP00000307607","SDR16C5","2192"
"9606.ENSP00000307617","GGNBP2","2199"
"9606.ENSP00000307634","AGAP1","10516"
"9606.ENSP00000307636","MORN4","129804"
"9606.ENSP00000307640","TTC36","2200"
"9606.ENSP00000307666","CCDC132","2201"
"9606.ENSP00000307674","CANT1","84467"
"9606.ENSP00000307684","TADA3","2203"
"9606.ENSP00000307694","KCNS1","8789"
"9606.ENSP00000307697","ACOX2","64319"
"9606.ENSP00000307701","TSPAN5","57666"
"9606.ENSP00000307705","HIST1H1E","54850"
"9606.ENSP00000353343","OR52M1","222235"
"9606.ENSP00000307766","HTR1E","144699"
"9606.ENSP00000307774","ZNF239","79176"
"9606.ENSP00000307786","CYCS","146330"
"9606.ENSP00000307798","FAM90A1","64839"
"9606.ENSP00000307801","ZPLD1","80028"
"9606.ENSP00000307821","FADS6","54620"
"9606.ENSP00000307822","NPFFR2","25827"
"9606.ENSP00000307831","GPR113","84961"
"9606.ENSP00000307833","FBXO22","283807"
"9606.ENSP00000307843","EGFL7","26224"
"9606.ENSP00000307850","DRAP1","26235"
"9606.ENSP00000307852","NUDT18","26234"
"9606.ENSP00000309175","EIF1AD","26233"
"9606.ENSP00000307853","MUS81","23194"
"9606.ENSP00000307854","PCMTD2","55336"
"9606.ENSP00000307858","ZBTB4","26267"
"9606.ENSP00000307859","SLC22A18","80204"
"9606.ENSP00000307860","DIRC1","201456"
"9606.ENSP00000307863","U2AF2","157574"
"9606.ENSP00000307875","B3GAT1","115290"
"9606.ENSP00000307879","C11orf45","84893"
"9606.ENSP00000307887","MXRA8","26232"
"9606.ENSP00000307889","RPL13","23014"
"9606.ENSP00000307900","GLUL","26263"
"9606.ENSP00000308024","PCSK1","26261"
"9606.ENSP00000308032","CYP2S1","26260"
"9606.ENSP00000309181","CCNE2","126433"
"9606.ENSP00000307911","CHST2","23219"
"9606.ENSP00000307939","GCC2","26273"
"9606.ENSP00000307940","EEF2","84085"
"9606.ENSP00000307951","HIGD2B","79791"
"9606.ENSP00000307954","FAM174A","114907"
"9606.ENSP00000307958","IQCF1","254170"
"9606.ENSP00000307971","RFNG","55030"
"9606.ENSP00000308000","TUT1","130888"
"9606.ENSP00000308012","PABPC5","81545"
"9606.ENSP00000308022","TADA2B","162517"
"9606.ENSP00000309186","SH3RF3","26272"
"9606.ENSP00000309189","SPERT","51725"
"9606.ENSP00000308057","SNCB","150726"
"9606.ENSP00000308080","GTF2IRD2B","54455"
"9606.ENSP00000308082","OR10P1","286151"
"9606.ENSP00000308107","HPSE","93611"
"9606.ENSP00000308117","CD248","200933"
"9606.ENSP00000308137","FOLR1","23403"
"9606.ENSP00000308149","AMZ1","494188"
"9606.ENSP00000308165","CD36","554251"
"9606.ENSP00000308176","BTK","26271"
"9606.ENSP00000308179","WDR3","26270"
"9606.ENSP00000308193","RNASEH2C","25793"
"9606.ENSP00000308208","MMP14","26269"
"9606.ENSP00000308870","CLDN15","26268"
"9606.ENSP00000308219","RGMB","10517"
"9606.ENSP00000308227","HMGA1","23291"
"9606.ENSP00000308236","COMMD1","285231"
"9606.ENSP00000308252","HOXB3","26190"
"9606.ENSP00000308258","PTDSS2","6468"
"9606.ENSP00000308270","OR5B3","54461"
"9606.ENSP00000308275","MRPL38","55294"
"9606.ENSP00000308279","C9orf131","26259"
"9606.ENSP00000308292","FAM170B","84261"
"9606.ENSP00000308310","TRIM40","83953"
"9606.ENSP00000308312","DNAI2","2204"
"9606.ENSP00000308315","PODN","2205"
"9606.ENSP00000308318","PPP1R3B","2207"
"9606.ENSP00000308330","MYEOV","2208"
"9606.ENSP00000308332","UTP23","51077"
"9606.ENSP00000308873","CCDC74B","8857"
"9606.ENSP00000309532","TP53I11","2209"
"9606.ENSP00000308334","ATP5S","2210"
"9606.ENSP00000308339","SEC16B","2212"
"9606.ENSP00000308344","DCAF7","2213"
"9606.ENSP00000308351","MLKL","2214"
"9606.ENSP00000308354","TIGD3","2215"
"9606.ENSP00000308361","P2RY14","2217"
"9606.ENSP00000308368","C12orf76","23149"
"9606.ENSP00000308369","LEMD3","115548"
"9606.ENSP00000308383","LSP1","89848"
"9606.ENSP00000308405","H2AFV","9873"
"9606.ENSP00000308413","RPS6KB2","2219"
"9606.ENSP00000308430","CYB5B","2220"
"9606.ENSP00000308716","INHBC","8547"
"9606.ENSP00000308717","MRPL48","115350"
"9606.ENSP00000308450","CDC20","79368"
"9606.ENSP00000308452","KRT17","115352"
"9606.ENSP00000308461","RND1","83417"
"9606.ENSP00000308466","PBLD","83416"
"9606.ENSP00000308472","EIF4EBP3","343413"
"9606.ENSP00000308479","GPR171","84824"
"9606.ENSP00000308496","ARL10","127943"
"9606.ENSP00000308533","GEMIN2","260436"
"9606.ENSP00000308535","GOLT1A","2222"
"9606.ENSP00000308540","ENSG00000174093","2224"
"9606.ENSP00000308541","F2","2230"
"9606.ENSP00000308546","MEPCE","112812"
"9606.ENSP00000308548","ZNHIT2","91893"
"9606.ENSP00000308549","ADORA1","2232"
"9606.ENSP00000308575","FAM46D","2235"
"9606.ENSP00000308576","RHOD","55527"
"9606.ENSP00000308578","ZNF431","10116"
"9606.ENSP00000308720","PRSS1","56929"
"9606.ENSP00000308727","SUSD5","2237"
"9606.ENSP00000308733","GPR151","2241"
"9606.ENSP00000308583","APITD1","654463"
"9606.ENSP00000308591","GAL3ST3","222894"
"9606.ENSP00000308595","OR5R1","55612"
"9606.ENSP00000308597","DLEC1","10979"
"9606.ENSP00000308606","AGR3","83706"
"9606.ENSP00000308610","GPD2","2242"
"9606.ENSP00000308620","RAG2","26998"
"9606.ENSP00000308622","GLE1","54738"
"9606.ENSP00000308689","OR10AD1","9638"
"9606.ENSP00000308695","DPY19L1","9637"
"9606.ENSP00000308699","REC8","389549"
"9606.ENSP00000308708","TCP11","55079"
"9606.ENSP00000308714","OR9Q2","2864"
"9606.ENSP00000308820","RIC3","2867"
"9606.ENSP00000308741","CLOCK","2865"
"9606.ENSP00000308750","CBX2","2243"
"9606.ENSP00000308753","TMOD3","2244"
"9606.ENSP00000308759","ZNF295","2245"
"9606.ENSP00000308764","OR52I2","221472"
"9606.ENSP00000308770","SULT1B1","89846"
"9606.ENSP00000308772","ANKS4B","121512"
"9606.ENSP00000308774","BMX","152273"
"9606.ENSP00000308782","GP6","55785"
"9606.ENSP00000308815","CCL19","2246"
"9606.ENSP00000308887","WNT5B","2255"
"9606.ENSP00000308893","SNED1","2256"
"9606.ENSP00000308895","SLC19A1","2257"
"9606.ENSP00000308897","MRPL11","2258"
"9606.ENSP00000308901","MRPL45","2259"
"9606.ENSP00000308908","GPR148","8823"
"9606.ENSP00000308921","ZCCHC12","8822"
"9606.ENSP00000308925","TLR10","8817"
"9606.ENSP00000308926","PPM1J","9965"
"9606.ENSP00000308928","CYLD","2247"
"9606.ENSP00000308937","PMP22","26281"
"9606.ENSP00000308938","PLG","26291"
"9606.ENSP00000309117","RBFOX1","27006"
"9606.ENSP00000309538","DAPL1","8074"
"9606.ENSP00000308944","HLTF","2248"
"9606.ENSP00000308948","PTCD2","2249"
"9606.ENSP00000308976","VWC2L","2250"
"9606.ENSP00000309007","THAP6","2251"
"9606.ENSP00000309012","OR9G1","2252"
"9606.ENSP00000309031","VCPIP1","2253"
"9606.ENSP00000309036","TSPAN17","2254"
"9606.ENSP00000309052","CATSPER1","9982"
"9606.ENSP00000309087","PLAC8L1","83888"
"9606.ENSP00000309092","GMPPB","143282"
"9606.ENSP00000309096","B3GNT1","2260"
"9606.ENSP00000309103","BAD","11116"
"9606.ENSP00000309116","PTPN7","26127"
"9606.ENSP00000360190","DEFB110","2263"
"9606.ENSP00000309124","OLR1","2261"
"9606.ENSP00000309126","NSUN5","2264"
"9606.ENSP00000309132","BCL2L14","53834"
"9606.ENSP00000309141","MARCH3","2266"
"9606.ENSP00000309142","PDE12","55277"
"9606.ENSP00000309148","KLK6","2267"
"9606.ENSP00000309161","ZNF471","10875"
"9606.ENSP00000309163","RCE1","2268"
"9606.ENSP00000309166","RBM4","2271"
"9606.ENSP00000337128","EDN3","114827"
"9606.ENSP00000309198","UBE3C","85462"
"9606.ENSP00000309230","PEAK1","2272"
"9606.ENSP00000309233","POMZP3","2273"
"9606.ENSP00000309259","ALAS1","2274"
"9606.ENSP00000309262","USP48","2275"
"9606.ENSP00000309270","CHST1","9457"
"9606.ENSP00000309285","CCDC96","29109"
"9606.ENSP00000309330","ZNF680","80206"
"9606.ENSP00000309334","RPL15","84929"
"9606.ENSP00000309336","HOXC5","387758"
"9606.ENSP00000309338","CLCF1","9158"
"9606.ENSP00000309376","CD164","11153"
"9606.ENSP00000309402","TRAM1L1","9896"
"9606.ENSP00000309415","CLTB",NA
"9606.ENSP00000309429","ZDHHC24","344018"
"9606.ENSP00000309430","PIGS","55137"
"9606.ENSP00000309431","TUBB4Q","63979"
"9606.ENSP00000309432","FAM134C","27145"
"9606.ENSP00000353401","CUX1","11259"
"9606.ENSP00000309439","HOXB9","81608"
"9606.ENSP00000309457","VPS41","51024"
"9606.ENSP00000309463","LIPT2","161247"
"9606.ENSP00000309474","PSMD1","128486"
"9606.ENSP00000309477","ACO1","84922"
"9606.ENSP00000309493","GPRC6A","24147"
"9606.ENSP00000309501","KIAA1239","60681"
"9606.ENSP00000309503","YWHAZ","51303"
"9606.ENSP00000309504","SLC26A7","55033"
"9606.ENSP00000309509","PLAC8","23307"
"9606.ENSP00000309515","PHYHD1","2280"
"9606.ENSP00000309521","LIME1","2281"
"9606.ENSP00000309524","CSHL1","642489"
"9606.ENSP00000309539","DPYSL2","2286"
"9606.ENSP00000309542","PGA5","2287"
"9606.ENSP00000309548","PDP2","2288"
"9606.ENSP00000309555","HCFC1","2289"
"9606.ENSP00000309560","C17orf66","8468"
"9606.ENSP00000309561","C19orf70","51661"
"9606.ENSP00000309565","UQCRH","23770"
"9606.ENSP00000309570","KLF7","11328"
"9606.ENSP00000309572","TERT","63943"
"9606.ENSP00000309576","LGALS8","79147"
"9606.ENSP00000309591","PRKACA",NA
"9606.ENSP00000360191","APCDD1L","400949"
"9606.ENSP00000309595","C10orf2",NA
"9606.ENSP00000309597","MAP3K11",NA
"9606.ENSP00000309606","ZNF408",NA
"9606.ENSP00000309610","METTL2A",NA
"9606.ENSP00000309629","CFL1",NA
"9606.ENSP00000309640","XXYLT1",NA
"9606.ENSP00000309644","BOD1","2218"
"9606.ENSP00000309649","CA5A","80308"
"9606.ENSP00000309653","GLIS1","201163"
"9606.ENSP00000309673","OR52W1","2312"
"9606.ENSP00000309681","CCDC106","388698"
"9606.ENSP00000309689","LRCH4","2313"
"9606.ENSP00000309690","DMXL1","2314"
"9606.ENSP00000309710","SLC39A1",NA
"9606.ENSP00000309782","MRGPRF",NA
"9606.ENSP00000309714","SH3PXD2B",NA
"9606.ENSP00000309741","SLCO4C1",NA
"9606.ENSP00000309749","APOBEC3F",NA
"9606.ENSP00000309751","SLC16A13",NA
"9606.ENSP00000309757","LPL",NA
"9606.ENSP00000309767","NLRP6",NA
"9606.ENSP00000309771","P2RY6",NA
"9606.ENSP00000309772","CPED1",NA
"9606.ENSP00000309786","FAM21D",NA
"9606.ENSP00000309818","TRHR",NA
"9606.ENSP00000309823","FOXP4",NA
"9606.ENSP00000309830","RPL38",NA
"9606.ENSP00000309831","SNUPN",NA
"9606.ENSP00000309836","CCDC13",NA
"9606.ENSP00000309845","HRAS",NA
"9606.ENSP00000309871","RACGAP1",NA
"9606.ENSP00000309899","NARF",NA
"9606.ENSP00000309907","NBPF14",NA
"9606.ENSP00000309913","TBX5",NA
"9606.ENSP00000309945","SPNS1",NA
"9606.ENSP00000309953","EFEMP2",NA
"9606.ENSP00000309968","ADAM17",NA
"9606.ENSP00000310003","CNIH2",NA
"9606.ENSP00000310006","NR1D2",NA
"9606.ENSP00000358241","ACP6",NA
"9606.ENSP00000310008","SWSAP1",NA
"9606.ENSP00000310015","ADAT1",NA
"9606.ENSP00000310031","CDRT4",NA
"9606.ENSP00000310033","ZNF596","2316"
"9606.ENSP00000310036","CD34","2317"
"9606.ENSP00000310040","EIF3F","2318"
"9606.ENSP00000310042","ZNF622","10211"
"9606.ENSP00000310057","FAM53A","2319"
"9606.ENSP00000310071","ANAPC10","23769"
"9606.ENSP00000310088","PTMS","23768"
"9606.ENSP00000310094","TAOK2","23767"
"9606.ENSP00000310110","FAM70A","2321"
"9606.ENSP00000310111","HSPB7","2322"
"9606.ENSP00000310117","PPP1R14B","2323"
"9606.ENSP00000310309","ABLIM3","2324"
"9606.ENSP00000314620","MS4A1","28982"
"9606.ENSP00000310120","ALG10B","55640"
"9606.ENSP00000310126","LINGO2","84256"
"9606.ENSP00000310127","IRF3","114984"
"9606.ENSP00000310129","PSMD2","342184"
"9606.ENSP00000310146","ENSG00000173727","56776"
"9606.ENSP00000310149","CYP2W1","752"
"9606.ENSP00000310170","FOSL1","114793"
"9606.ENSP00000310182","C4orf32","91010"
"9606.ENSP00000310189","MOB1B","2326"
"9606.ENSP00000310193","TBC1D10C","2327"
"9606.ENSP00000310205","NRIP3","2328"
"9606.ENSP00000310208","SLC5A6","2329"
"9606.ENSP00000310216","KLRC4","2330"
"9606.ENSP00000310448","SART1","388714"
"9606.ENSP00000358242","PNISR","2331"
"9606.ENSP00000310219","HSPA6","2332"
"9606.ENSP00000310226","RAB1B","158521"
"9606.ENSP00000310241","SLC22A13","2335"
"9606.ENSP00000310244","RASGRP1","64122"
"9606.ENSP00000310255","GPR152","79672"
"9606.ENSP00000310260","INTS6","23048"
"9606.ENSP00000310263","TNFRSF10D","54874"
"9606.ENSP00000310275","BANF1","23360"
"9606.ENSP00000310301","SP3","84624"
"9606.ENSP00000310303","TOPAZ1","22862"
"9606.ENSP00000310305","P2RY2","64778"
"9606.ENSP00000310332","FBXO45","64838"
"9606.ENSP00000310335","REP15","252995"
"9606.ENSP00000310337","OR4S2","163479"
"9606.ENSP00000310338","KIAA1551","54752"
"9606.ENSP00000310356","RMI2","408263"
"9606.ENSP00000310375","MLC1","96459"
"9606.ENSP00000310405","XCR1","57600"
"9606.ENSP00000310406","RIN1","2339"
"9606.ENSP00000310431","LMAN1L","2342"
"9606.ENSP00000310440","CHMP2A","54914"
"9606.ENSP00000310447","GLS2","2346"
"9606.ENSP00000319240","MAGOHB","2348"
"9606.ENSP00000310459","AKIP1","2350"
"9606.ENSP00000310465","ENSG00000175604","2352"
"9606.ENSP00000310471","RBM4B",NA
"9606.ENSP00000310472","ZNF624",NA
"9606.ENSP00000310488","OR7D4","123811"
"9606.ENSP00000310490","SLC16A11","2353"
"9606.ENSP00000310491","ARHGAP1","2354"
"9606.ENSP00000310515","PRM1","8061"
"9606.ENSP00000310520","ERCC4","2355"
"9606.ENSP00000310521","SEC22A","3169"
"9606.ENSP00000310547","ADCK5","3170"
"9606.ENSP00000310551","LCLAT1","3171"
"9606.ENSP00000310622","APOBEC4","27023"
"9606.ENSP00000310623","ISCU","442425"
"9606.ENSP00000358251","FAM160B1","2296"
"9606.ENSP00000310557","KCNE3","2303"
"9606.ENSP00000310561","ARHGAP32","2297"
"9606.ENSP00000310565","DSEL","2306"
"9606.ENSP00000310568","KCNK10","27022"
"9606.ENSP00000310572","PSMC5","2298"
"9606.ENSP00000310573","KRT25","200350"
"9606.ENSP00000310585","PCP2",NA
"9606.ENSP00000310590","USP36","286380"
"9606.ENSP00000310593","MAP9","349334"
"9606.ENSP00000310594","FNDC9","653427"
"9606.ENSP00000310596","LSM1","653404"
"9606.ENSP00000310620","SNX32","2304"
"9606.ENSP00000310621","HHATL","2301"
"9606.ENSP00000319250","GPR62","2294"
"9606.ENSP00000310631","MRGPRD","2295"
"9606.ENSP00000310632","OR8S1","2290"
"9606.ENSP00000310649","BRSK1","8928"
"9606.ENSP00000310657","NDST2","2299"
"9606.ENSP00000310661","PDE7B","399823"
"9606.ENSP00000310668","NUP93","2302"
"9606.ENSP00000310670","KIAA1967","55810"
"9606.ENSP00000310686","FBXW8","22887"
"9606.ENSP00000310688","ABCD2","221937"
"9606.ENSP00000310696","B4GALT2","3607"
"9606.ENSP00000310832","CTSF","2300"
"9606.ENSP00000310978","AGXT2L2","668"
"9606.ENSP00000310697","BRSK2","2305"
"9606.ENSP00000310701","TEAD2","8456"
"9606.ENSP00000310704","OR10H5","3344"
"9606.ENSP00000310721","CYP7B1","1112"
"9606.ENSP00000310722","MOS","400236"
"9606.ENSP00000310723","DDX23","121643"
"9606.ENSP00000310726","MRP63","2308"
"9606.ENSP00000310729","HERPUD2","2309"
"9606.ENSP00000310749","HPCAL1","4303"
"9606.ENSP00000310770","GLIPR1L1","100132074"
"9606.ENSP00000310773","OR1L1","27086"
"9606.ENSP00000310785","MRPS22","93986"
"9606.ENSP00000310788","OR5J2","50943"
"9606.ENSP00000310796","THAP2","116113"
"9606.ENSP00000310800","VANGL1","94234"
"9606.ENSP00000310801","C20orf201","283150"
"9606.ENSP00000310803","SFT2D3","139628"
